Date	Price	Open	High	Low	Change %
9-Jul-10	7.654	7.654	7.654	7.654	0.7
8-Jul-10	7.601	7.601	7.601	7.601	0.18
7-Jul-10	7.587	7.587	7.587	7.587	-0.38
6-Jul-10	7.616	7.616	7.616	7.616	0.04
5-Jul-10	7.613	7.613	7.613	7.613	0.82
2-Jul-10	7.551	7.551	7.551	7.551	0.31
1-Jul-10	7.528	7.528	7.528	7.528	-0.44
30-Jun-10	7.561	7.561	7.561	7.561	-0.12
29-Jun-10	7.57	7.57	7.57	7.57	-0.37
28-Jun-10	7.598	7.598	7.598	7.598	-0.8
25-Jun-10	7.659	7.659	7.659	7.659	1.03
24-Jun-10	7.581	7.581	7.581	7.581	-0.05
23-Jun-10	7.585	7.585	7.585	7.585	0.17
22-Jun-10	7.572	7.572	7.572	7.572	0.05
21-Jun-10	7.568	7.568	7.568	7.568	-0.05
18-Jun-10	7.572	7.572	7.572	7.572	-0.63
17-Jun-10	7.62	7.62	7.62	7.62	0.36
16-Jun-10	7.593	7.593	7.593	7.593	-0.86
15-Jun-10	7.659	7.659	7.659	7.659	-0.35
14-Jun-10	7.686	7.686	7.686	7.686	0.63
11-Jun-10	7.638	7.638	7.638	7.638	1.43
10-Jun-10	7.53	7.53	7.53	7.53	0.6
9-Jun-10	7.485	7.485	7.485	7.485	0.29
8-Jun-10	7.463	7.463	7.463	7.463	-0.36
7-Jun-10	7.49	7.49	7.49	7.49	-0.62
4-Jun-10	7.537	7.537	7.537	7.537	-0.3
3-Jun-10	7.56	7.56	7.56	7.56	0.76
2-Jun-10	7.503	7.503	7.503	7.503	-0.81
1-Jun-10	7.564	7.564	7.564	7.564	0
31-May-10	7.564	7.564	7.564	7.564	0.33
28-May-10	7.539	7.539	7.539	7.539	0.2
26-May-10	7.524	7.524	7.524	7.524	1.91
25-May-10	7.383	7.383	7.383	7.383	-0.16
24-May-10	7.395	7.395	7.395	7.395	0.18
21-May-10	7.382	7.382	7.382	7.382	-0.46
20-May-10	7.416	7.416	7.416	7.416	-0.3
19-May-10	7.438	7.438	7.438	7.438	-0.83
18-May-10	7.5	7.5	7.5	7.5	0.46
17-May-10	7.466	7.466	7.466	7.466	-0.48
14-May-10	7.502	7.502	7.502	7.502	0.04
13-May-10	7.499	7.499	7.499	7.499	-5.44
12-May-10	7.93	7.93	7.93	7.93	-0.56
11-May-10	7.975	7.975	7.975	7.975	-0.6
10-May-10	8.023	8.023	8.023	8.023	0.72
7-May-10	7.966	7.966	7.966	7.966	-0.15
6-May-10	7.978	7.978	7.978	7.978	0.06
5-May-10	7.973	7.973	7.973	7.973	0.06
4-May-10	7.968	7.968	7.968	7.968	-0.96
3-May-10	8.045	8.045	8.045	8.045	-0.2
30-Apr-10	8.061	8.061	8.061	8.061	-0.38
29-Apr-10	8.092	8.092	8.092	8.092	-0.2
28-Apr-10	8.108	8.108	8.108	8.108	0
27-Apr-10	8.108	8.108	8.108	8.108	0.47
26-Apr-10	8.07	8.07	8.07	8.07	0.15
23-Apr-10	8.058	8.058	8.058	8.058	0.83
22-Apr-10	7.992	7.992	7.992	7.992	-0.2
21-Apr-10	8.008	8.008	8.008	8.008	0.3
20-Apr-10	7.984	7.984	7.984	7.984	-1.15
19-Apr-10	8.077	8.077	8.077	8.077	-0.14
16-Apr-10	8.088	8.088	8.088	8.088	0.11
15-Apr-10	8.079	8.079	8.079	8.079	0.27
13-Apr-10	8.057	8.057	8.057	8.057	0.35
12-Apr-10	8.029	8.029	8.029	8.029	0.2
9-Apr-10	8.013	8.013	8.013	8.013	1.91
8-Apr-10	7.863	7.863	7.863	7.863	0.86
7-Apr-10	7.796	7.796	7.796	7.796	0.01
6-Apr-10	7.795	7.795	7.795	7.795	-0.2
5-Apr-10	7.811	7.811	7.811	7.811	-0.5
31-Mar-10	7.85	7.85	7.85	7.85	1.04
30-Mar-10	7.769	7.769	7.769	7.769	0.09
29-Mar-10	7.762	7.762	7.762	7.762	-1.2
26-Mar-10	7.856	7.856	7.856	7.856	-0.24
25-Mar-10	7.875	7.875	7.875	7.875	0.15
23-Mar-10	7.863	7.863	7.863	7.863	0.1
22-Mar-10	7.855	7.855	7.855	7.855	0.31
19-Mar-10	7.831	7.831	7.831	7.831	-1.02
18-Mar-10	7.912	7.912	7.912	7.912	-0.67
17-Mar-10	7.965	7.965	7.965	7.965	-0.5
15-Mar-10	8.005	8.005	8.005	8.005	-0.12
12-Mar-10	8.015	8.015	8.015	8.015	0.19
11-Mar-10	8	8	8	8	0.28
10-Mar-10	7.978	7.978	7.978	7.978	0.1
9-Mar-10	7.97	7.97	7.97	7.97	-0.5
8-Mar-10	8.01	8.01	8.01	8.01	0.46
5-Mar-10	7.973	7.973	7.973	7.973	0.35
4-Mar-10	7.945	7.945	7.945	7.945	-0.09
3-Mar-10	7.952	7.952	7.952	7.952	0.1
2-Mar-10	7.944	7.944	7.944	7.944	1.02
26-Feb-10	7.864	7.864	7.864	7.864	0.52
25-Feb-10	7.823	7.823	7.823	7.823	0.31
24-Feb-10	7.799	7.799	7.799	7.799	0
23-Feb-10	7.799	7.799	7.799	7.799	-0.6
22-Feb-10	7.846	7.846	7.846	7.846	-0.49
19-Feb-10	7.885	7.885	7.885	7.885	0.2
18-Feb-10	7.869	7.869	7.869	7.869	-0.29
17-Feb-10	7.892	7.892	7.892	7.892	0.31
16-Feb-10	7.868	7.868	7.868	7.868	-0.29
15-Feb-10	7.891	7.891	7.891	7.891	0.41
11-Feb-10	7.859	7.859	7.859	7.859	0.91
10-Feb-10	7.788	7.788	7.788	7.788	1.13
9-Feb-10	7.701	7.701	7.701	7.701	0.3
8-Feb-10	7.678	7.678	7.678	7.678	0
5-Feb-10	7.678	7.678	7.678	7.678	-0.19
4-Feb-10	7.693	7.693	7.693	7.693	0.31
3-Feb-10	7.669	7.669	7.669	7.669	-0.09
2-Feb-10	7.676	7.676	7.676	7.676	0.5
1-Feb-10	7.638	7.638	7.638	7.638	0.62
29-Jan-10	7.591	7.591	7.591	7.591	0.56
28-Jan-10	7.549	7.549	7.549	7.549	0.07
27-Jan-10	7.544	7.544	7.544	7.544	-0.51
25-Jan-10	7.583	7.583	7.583	7.583	0.21
22-Jan-10	7.567	7.567	7.567	7.567	0.01
21-Jan-10	7.566	7.566	7.566	7.566	-0.81
20-Jan-10	7.628	7.628	7.628	7.628	-0.09
19-Jan-10	7.635	7.635	7.635	7.635	0.29
18-Jan-10	7.613	7.613	7.613	7.613	-1.59
15-Jan-10	7.736	7.736	7.736	7.736	0.47
14-Jan-10	7.7	7.7	7.7	7.7	-0.86
13-Jan-10	7.767	7.767	7.767	7.767	-0.4
12-Jan-10	7.798	7.798	7.798	7.798	0.61
11-Jan-10	7.751	7.751	7.751	7.751	-0.28
8-Jan-10	7.773	7.773	7.773	7.773	-0.06
7-Jan-10	7.778	7.778	7.778	7.778	0.57
6-Jan-10	7.734	7.734	7.734	7.734	0.43
5-Jan-10	7.701	7.701	7.701	7.701	0.33
4-Jan-10	7.676	7.676	7.676	7.676	-0.25
1-Jan-10	7.695	7.695	7.695	7.695	0.21
					
	Highest:9.236	Lowest:6.183	Difference:3.053	Average:7.866	Change %:-1.927
