Date	Price	Open	High	Low	Change %
14-Mar-14	8.795	8.795	8.795	8.795	0.65
13-Mar-14	8.738	8.738	8.738	8.738	0.23
12-Mar-14	8.718	8.718	8.718	8.718	-0.19
11-Mar-14	8.735	8.735	8.735	8.735	-0.23
10-Mar-14	8.755	8.755	8.755	8.755	-0.65
9-Mar-14	8.812	8.812	8.812	8.812	0
7-Mar-14	8.812	8.812	8.812	8.812	0.2
6-Mar-14	8.794	8.794	8.794	8.794	-0.54
5-Mar-14	8.842	8.842	8.842	8.842	0.03
4-Mar-14	8.839	8.839	8.839	8.839	-0.7
3-Mar-14	8.901	8.901	8.901	8.901	0.45
28-Feb-14	8.861	8.861	8.861	8.861	-0.64
26-Feb-14	8.918	8.918	8.918	8.918	0.48
25-Feb-14	8.875	8.875	8.875	8.875	-0.11
24-Feb-14	8.885	8.885	8.885	8.885	1.02
21-Feb-14	8.795	8.795	8.795	8.795	0.07
20-Feb-14	8.789	8.789	8.789	8.789	0.19
18-Feb-14	8.772	8.772	8.772	8.772	-0.39
17-Feb-14	8.806	8.806	8.806	8.806	-0.03
14-Feb-14	8.809	8.809	8.809	8.809	-0.63
13-Feb-14	8.865	8.865	8.865	8.865	0.61
12-Feb-14	8.811	8.811	8.811	8.811	0.81
11-Feb-14	8.74	8.74	8.74	8.74	0.54
10-Feb-14	8.693	8.693	8.693	8.693	-0.5
7-Feb-14	8.737	8.737	8.737	8.737	0.19
6-Feb-14	8.72	8.72	8.72	8.72	0.1
5-Feb-14	8.711	8.711	8.711	8.711	0.31
4-Feb-14	8.684	8.684	8.684	8.684	-0.6
3-Feb-14	8.736	8.736	8.736	8.736	-0.59
31-Jan-14	8.788	8.788	8.788	8.788	-0.4
30-Jan-14	8.823	8.823	8.823	8.823	0.52
29-Jan-14	8.777	8.777	8.777	8.777	0.3
28-Jan-14	8.751	8.751	8.751	8.751	-0.22
27-Jan-14	8.77	8.77	8.77	8.77	0.33
24-Jan-14	8.741	8.741	8.741	8.741	0.87
23-Jan-14	8.666	8.666	8.666	8.666	0.67
22-Jan-14	8.608	8.608	8.608	8.608	0.63
21-Jan-14	8.554	8.554	8.554	8.554	0.42
20-Jan-14	8.518	8.518	8.518	8.518	-1.3
17-Jan-14	8.63	8.63	8.63	8.63	0.08
16-Jan-14	8.623	8.623	8.623	8.623	-0.19
15-Jan-14	8.639	8.639	8.639	8.639	-0.84
13-Jan-14	8.712	8.712	8.712	8.712	-0.55
10-Jan-14	8.76	8.76	8.76	8.76	-0.36
9-Jan-14	8.792	8.792	8.792	8.792	-0.12
8-Jan-14	8.803	8.803	8.803	8.803	0.13
7-Jan-14	8.792	8.792	8.792	8.792	0.09
6-Jan-14	8.784	8.784	8.784	8.784	-0.6
3-Jan-14	8.837	8.837	8.837	8.837	-0.03
2-Jan-14	8.84	8.84	8.84	8.84	-0.09
1-Jan-14	8.848	8.848	8.848	8.848	0.26
31-Dec-13	8.825	8.825	8.825	8.825	-0.37
30-Dec-13	8.858	8.858	8.858	8.858	-1.14
27-Dec-13	8.96	8.96	8.96	8.96	0.76
26-Dec-13	8.892	8.892	8.892	8.892	0.26
25-Dec-13	8.869	8.869	8.869	8.869	0
24-Dec-13	8.869	8.869	8.869	8.869	0.59
23-Dec-13	8.817	8.817	8.817	8.817	0.23
20-Dec-13	8.797	8.797	8.797	8.797	0.58
19-Dec-13	8.746	8.746	8.746	8.746	-0.49
18-Dec-13	8.789	8.789	8.789	8.789	-1.41
17-Dec-13	8.915	8.915	8.915	8.915	0.54
16-Dec-13	8.867	8.867	8.867	8.867	-0.49
13-Dec-13	8.911	8.911	8.911	8.911	0.69
12-Dec-13	8.85	8.85	8.85	8.85	0.27
11-Dec-13	8.826	8.826	8.826	8.826	-0.16
10-Dec-13	8.84	8.84	8.84	8.84	-0.75
9-Dec-13	8.907	8.907	8.907	8.907	-2.89
6-Dec-13	9.172	9.172	9.172	9.172	0.7
5-Dec-13	9.108	9.108	9.108	9.108	0.2
4-Dec-13	9.09	9.09	9.09	9.09	0.2
3-Dec-13	9.072	9.072	9.072	9.072	0.27
2-Dec-13	9.048	9.048	9.048	9.048	-0.13
29-Nov-13	9.06	9.06	9.06	9.06	0.51
28-Nov-13	9.014	9.014	9.014	9.014	0.16
27-Nov-13	9	9	9	9	-0.53
26-Nov-13	9.048	9.048	9.048	9.048	-0.55
25-Nov-13	9.098	9.098	9.098	9.098	-0.04
22-Nov-13	9.102	9.102	9.102	9.102	0.23
21-Nov-13	9.081	9.081	9.081	9.081	0.41
20-Nov-13	9.044	9.044	9.044	9.044	0.31
19-Nov-13	9.016	9.016	9.016	9.016	0.54
18-Nov-13	8.968	8.968	8.968	8.968	-0.62
17-Nov-13	9.024	9.024	9.024	9.024	0
15-Nov-13	9.024	9.024	9.024	9.024	0
14-Nov-13	9.024	9.024	9.024	9.024	1.13
13-Nov-13	8.923	8.923	8.923	8.923	-1.51
12-Nov-13	9.06	9.06	9.06	9.06	1.14
11-Nov-13	8.958	8.958	8.958	8.958	-0.38
8-Nov-13	8.992	8.992	8.992	8.992	1.59
7-Nov-13	8.851	8.851	8.851	8.851	0.35
6-Nov-13	8.82	8.82	8.82	8.82	0.95
5-Nov-13	8.737	8.737	8.737	8.737	0.37
4-Nov-13	8.705	8.705	8.705	8.705	0
3-Nov-13	8.705	8.705	8.705	8.705	0
1-Nov-13	8.705	8.705	8.705	8.705	0.87
31-Oct-13	8.63	8.63	8.63	8.63	0.66
30-Oct-13	8.573	8.573	8.573	8.573	0.36
29-Oct-13	8.542	8.542	8.542	8.542	-1.41
28-Oct-13	8.664	8.664	8.664	8.664	0.99
27-Oct-13	8.579	8.579	8.579	8.579	0
25-Oct-13	8.579	8.579	8.579	8.579	-0.08
24-Oct-13	8.586	8.586	8.586	8.586	-0.53
23-Oct-13	8.632	8.632	8.632	8.632	0.26
22-Oct-13	8.61	8.61	8.61	8.61	0.06
21-Oct-13	8.605	8.605	8.605	8.605	0.56
18-Oct-13	8.557	8.557	8.557	8.557	-0.55
17-Oct-13	8.604	8.604	8.604	8.604	-0.68
16-Oct-13	8.663	8.663	8.663	8.663	0
15-Oct-13	8.663	8.663	8.663	8.663	1.03
14-Oct-13	8.575	8.575	8.575	8.575	1.04
11-Oct-13	8.487	8.487	8.487	8.487	0.7
10-Oct-13	8.428	8.428	8.428	8.428	-0.35
9-Oct-13	8.458	8.458	8.458	8.458	-0.48
8-Oct-13	8.499	8.499	8.499	8.499	-2.12
7-Oct-13	8.683	8.683	8.683	8.683	0.71
4-Oct-13	8.622	8.622	8.622	8.622	-0.22
3-Oct-13	8.641	8.641	8.641	8.641	-1.08
2-Oct-13	8.735	8.735	8.735	8.735	0
1-Oct-13	8.735	8.735	8.735	8.735	-0.3
30-Sep-13	8.761	8.761	8.761	8.761	0.59
29-Sep-13	8.71	8.71	8.71	8.71	0
27-Sep-13	8.71	8.71	8.71	8.71	-0.16
26-Sep-13	8.724	8.724	8.724	8.724	-0.8
25-Sep-13	8.794	8.794	8.794	8.794	-0.53
24-Sep-13	8.841	8.841	8.841	8.841	-0.11
23-Sep-13	8.851	8.851	8.851	8.851	3.21
22-Sep-13	8.576	8.576	8.576	8.576	0
20-Sep-13	8.576	8.576	8.576	8.576	4.64
19-Sep-13	8.196	8.196	8.196	8.196	-2.11
18-Sep-13	8.373	8.373	8.373	8.373	-0.84
17-Sep-13	8.444	8.444	8.444	8.444	0.14
16-Sep-13	8.432	8.432	8.432	8.432	-0.71
15-Sep-13	8.492	8.492	8.492	8.492	0
13-Sep-13	8.492	8.492	8.492	8.492	-0.11
12-Sep-13	8.501	8.501	8.501	8.501	0.4
11-Sep-13	8.467	8.467	8.467	8.467	-0.2
10-Sep-13	8.484	8.484	8.484	8.484	-1.7
9-Sep-13	8.631	8.631	8.631	8.631	0
8-Sep-13	8.631	8.631	8.631	8.631	0
7-Sep-13	8.631	8.631	8.631	8.631	0
6-Sep-13	8.631	8.631	8.631	8.631	2.49
5-Sep-13	8.421	8.421	8.421	8.421	0.38
4-Sep-13	8.389	8.389	8.389	8.389	-2.2
3-Sep-13	8.578	8.578	8.578	8.578	1.26
2-Sep-13	8.471	8.471	8.471	8.471	-1.52
1-Sep-13	8.602	8.602	8.602	8.602	0
30-Aug-13	8.602	8.602	8.602	8.602	-1.99
29-Aug-13	8.777	8.777	8.777	8.777	-2.08
28-Aug-13	8.963	8.963	8.963	8.963	2.32
27-Aug-13	8.76	8.76	8.76	8.76	5.05
26-Aug-13	8.339	8.339	8.339	8.339	0.83
23-Aug-13	8.27	8.27	8.27	8.27	0.4
22-Aug-13	8.237	8.237	8.237	8.237	-2.15
21-Aug-13	8.418	8.418	8.418	8.418	-5.63
20-Aug-13	8.92	8.92	8.92	8.92	-3.42
19-Aug-13	9.236	9.236	9.236	9.236	3.85
16-Aug-13	8.894	8.894	8.894	8.894	4.61
15-Aug-13	8.502	8.502	8.502	8.502	0
14-Aug-13	8.502	8.502	8.502	8.502	1.24
13-Aug-13	8.398	8.398	8.398	8.398	1.22
12-Aug-13	8.297	8.297	8.297	8.297	2.1
11-Aug-13	8.126	8.126	8.126	8.126	0
10-Aug-13	8.126	8.126	8.126	8.126	0
9-Aug-13	8.126	8.126	8.126	8.126	0
8-Aug-13	8.126	8.126	8.126	8.126	-0.21
7-Aug-13	8.143	8.143	8.143	8.143	-0.73
6-Aug-13	8.203	8.203	8.203	8.203	-0.09
5-Aug-13	8.21	8.21	8.21	8.21	-0.86
2-Aug-13	8.281	8.281	8.281	8.281	2.44
1-Aug-13	8.084	8.084	8.084	8.084	-1.05
31-Jul-13	8.17	8.17	8.17	8.17	-1.03
30-Jul-13	8.255	8.255	8.255	8.255	1.55
29-Jul-13	8.129	8.129	8.129	8.129	-0.4
26-Jul-13	8.162	8.162	8.162	8.162	-0.49
25-Jul-13	8.202	8.202	8.202	8.202	-2.57
24-Jul-13	8.418	8.418	8.418	8.418	2.95
23-Jul-13	8.177	8.177	8.177	8.177	1.08
22-Jul-13	8.09	8.09	8.09	8.09	1.89
19-Jul-13	7.94	7.94	7.94	7.94	-0.61
18-Jul-13	7.989	7.989	7.989	7.989	-0.77
17-Jul-13	8.051	8.051	8.051	8.051	-0.21
16-Jul-13	8.068	8.068	8.068	8.068	6.69
15-Jul-13	7.562	7.562	7.562	7.562	0.44
12-Jul-13	7.529	7.529	7.529	7.529	0.75
11-Jul-13	7.473	7.473	7.473	7.473	-0.65
10-Jul-13	7.522	7.522	7.522	7.522	-0.34
9-Jul-13	7.548	7.548	7.548	7.548	-0.4
8-Jul-13	7.578	7.578	7.578	7.578	1.01
5-Jul-13	7.502	7.502	7.502	7.502	1.02
4-Jul-13	7.426	7.426	7.426	7.426	-1.13
3-Jul-13	7.511	7.511	7.511	7.511	0.47
2-Jul-13	7.476	7.476	7.476	7.476	0.23
1-Jul-13	7.459	7.459	7.459	7.459	0.13
28-Jun-13	7.449	7.449	7.449	7.449	-1.43
27-Jun-13	7.557	7.557	7.557	7.557	-0.34
26-Jun-13	7.583	7.583	7.583	7.583	1.07
25-Jun-13	7.503	7.503	7.503	7.503	-0.19
24-Jun-13	7.517	7.517	7.517	7.517	1.09
23-Jun-13	7.436	7.436	7.436	7.436	0
21-Jun-13	7.436	7.436	7.436	7.436	0.58
20-Jun-13	7.393	7.393	7.393	7.393	1.65
19-Jun-13	7.273	7.273	7.273	7.273	-0.08
18-Jun-13	7.279	7.279	7.279	7.279	0.33
17-Jun-13	7.255	7.255	7.255	7.255	-0.85
16-Jun-13	7.317	7.317	7.317	7.317	0
14-Jun-13	7.317	7.317	7.317	7.317	-0.23
13-Jun-13	7.334	7.334	7.334	7.334	0.53
12-Jun-13	7.295	7.295	7.295	7.295	-0.1
11-Jun-13	7.302	7.302	7.302	7.302	0.33
10-Jun-13	7.278	7.278	7.278	7.278	0.5
8-Jun-13	7.242	7.242	7.242	7.242	0
7-Jun-13	7.242	7.242	7.242	7.242	0.32
6-Jun-13	7.219	7.219	7.219	7.219	0.15
5-Jun-13	7.208	7.208	7.208	7.208	0.17
4-Jun-13	7.196	7.196	7.196	7.196	-0.69
3-Jun-13	7.246	7.246	7.246	7.246	-2.73
31-May-13	7.449	7.449	7.449	7.449	0.05
30-May-13	7.445	7.445	7.445	7.445	0.65
29-May-13	7.397	7.397	7.397	7.397	0.52
28-May-13	7.359	7.359	7.359	7.359	0.3
27-May-13	7.337	7.337	7.337	7.337	-0.05
25-May-13	7.341	7.341	7.341	7.341	0
24-May-13	7.341	7.341	7.341	7.341	-0.57
23-May-13	7.383	7.383	7.383	7.383	0.24
22-May-13	7.365	7.365	7.365	7.365	0.18
21-May-13	7.352	7.352	7.352	7.352	0.18
20-May-13	7.339	7.339	7.339	7.339	-0.96
17-May-13	7.41	7.41	7.41	7.41	0.18
16-May-13	7.397	7.397	7.397	7.397	-0.88
15-May-13	7.463	7.463	7.463	7.463	-0.16
14-May-13	7.475	7.475	7.475	7.475	-1.45
13-May-13	7.585	7.585	7.585	7.585	-0.05
10-May-13	7.589	7.589	7.589	7.589	-0.26
9-May-13	7.609	7.609	7.609	7.609	-1.17
8-May-13	7.699	7.699	7.699	7.699	-0.57
7-May-13	7.743	7.743	7.743	7.743	-0.08
6-May-13	7.749	7.749	7.749	7.749	0.09
3-May-13	7.742	7.742	7.742	7.742	0.18
2-May-13	7.728	7.728	7.728	7.728	-0.04
1-May-13	7.731	7.731	7.731	7.731	0
30-Apr-13	7.731	7.731	7.731	7.731	-0.4
29-Apr-13	7.762	7.762	7.762	7.762	0.25
26-Apr-13	7.743	7.743	7.743	7.743	-0.39
25-Apr-13	7.773	7.773	7.773	7.773	0.44
24-Apr-13	7.739	7.739	7.739	7.739	0
23-Apr-13	7.739	7.739	7.739	7.739	-0.19
22-Apr-13	7.754	7.754	7.754	7.754	-0.36
19-Apr-13	7.782	7.782	7.782	7.782	0
18-Apr-13	7.782	7.782	7.782	7.782	-0.27
17-Apr-13	7.803	7.803	7.803	7.803	-0.29
16-Apr-13	7.826	7.826	7.826	7.826	-0.06
15-Apr-13	7.831	7.831	7.831	7.831	-0.55
12-Apr-13	7.874	7.874	7.874	7.874	-0.33
11-Apr-13	7.9	7.9	7.9	7.9	0
10-Apr-13	7.9	7.9	7.9	7.9	0.19
9-Apr-13	7.885	7.885	7.885	7.885	-0.37
8-Apr-13	7.914	7.914	7.914	7.914	-0.24
5-Apr-13	7.933	7.933	7.933	7.933	-0.39
4-Apr-13	7.964	7.964	7.964	7.964	-0.01
3-Apr-13	7.965	7.965	7.965	7.965	-0.35
2-Apr-13	7.993	7.993	7.993	7.993	0.41
29-Mar-13	7.96	7.96	7.96	7.96	0
28-Mar-13	7.96	7.96	7.96	7.96	-0.38
27-Mar-13	7.99	7.99	7.99	7.99	0
26-Mar-13	7.99	7.99	7.99	7.99	0.53
25-Mar-13	7.948	7.948	7.948	7.948	-0.18
22-Mar-13	7.962	7.962	7.962	7.962	0.34
21-Mar-13	7.935	7.935	7.935	7.935	0.14
20-Mar-13	7.924	7.924	7.924	7.924	0.23
19-Mar-13	7.906	7.906	7.906	7.906	0.25
18-Mar-13	7.886	7.886	7.886	7.886	0.29
17-Mar-13	7.863	7.863	7.863	7.863	0
15-Mar-13	7.863	7.863	7.863	7.863	-0.04
14-Mar-13	7.866	7.866	7.866	7.866	-0.47
13-Mar-13	7.903	7.903	7.903	7.903	0.18
12-Mar-13	7.889	7.889	7.889	7.889	0.6
11-Mar-13	7.842	7.842	7.842	7.842	0.03
8-Mar-13	7.84	7.84	7.84	7.84	-0.31
7-Mar-13	7.864	7.864	7.864	7.864	0.03
6-Mar-13	7.862	7.862	7.862	7.862	-0.15
5-Mar-13	7.874	7.874	7.874	7.874	-0.18
4-Mar-13	7.888	7.888	7.888	7.888	-0.25
1-Mar-13	7.908	7.908	7.908	7.908	0.44
28-Feb-13	7.873	7.873	7.873	7.873	0.95
27-Feb-13	7.799	7.799	7.799	7.799	-0.22
26-Feb-13	7.816	7.816	7.816	7.816	0.23
25-Feb-13	7.798	7.798	7.798	7.798	-0.04
22-Feb-13	7.801	7.801	7.801	7.801	-0.15
21-Feb-13	7.813	7.813	7.813	7.813	0.08
20-Feb-13	7.807	7.807	7.807	7.807	-0.26
19-Feb-13	7.827	7.827	7.827	7.827	0
18-Feb-13	7.827	7.827	7.827	7.827	-0.06
17-Feb-13	7.832	7.832	7.832	7.832	0
15-Feb-13	7.832	7.832	7.832	7.832	0.14
14-Feb-13	7.821	7.821	7.821	7.821	-0.31
13-Feb-13	7.845	7.845	7.845	7.845	-0.29
12-Feb-13	7.868	7.868	7.868	7.868	0.11
11-Feb-13	7.859	7.859	7.859	7.859	0.19
9-Feb-13	7.844	7.844	7.844	7.844	0
8-Feb-13	7.844	7.844	7.844	7.844	-0.43
7-Feb-13	7.878	7.878	7.878	7.878	-0.37
6-Feb-13	7.907	7.907	7.907	7.907	-0.2
5-Feb-13	7.923	7.923	7.923	7.923	-0.2
4-Feb-13	7.939	7.939	7.939	7.939	0.4
1-Feb-13	7.907	7.907	7.907	7.907	-0.06
31-Jan-13	7.912	7.912	7.912	7.912	0.24
30-Jan-13	7.893	7.893	7.893	7.893	0.59
29-Jan-13	7.847	7.847	7.847	7.847	-0.24
28-Jan-13	7.866	7.866	7.866	7.866	-0.24
25-Jan-13	7.885	7.885	7.885	7.885	0
24-Jan-13	7.885	7.885	7.885	7.885	0.23
23-Jan-13	7.867	7.867	7.867	7.867	0.22
22-Jan-13	7.85	7.85	7.85	7.85	-0.19
21-Jan-13	7.865	7.865	7.865	7.865	-0.06
18-Jan-13	7.87	7.87	7.87	7.87	0.42
17-Jan-13	7.837	7.837	7.837	7.837	-0.56
16-Jan-13	7.881	7.881	7.881	7.881	0.61
15-Jan-13	7.833	7.833	7.833	7.833	0.38
14-Jan-13	7.803	7.803	7.803	7.803	-0.84
13-Jan-13	7.869	7.869	7.869	7.869	0
11-Jan-13	7.869	7.869	7.869	7.869	-0.14
10-Jan-13	7.88	7.88	7.88	7.88	-0.22
9-Jan-13	7.897	7.897	7.897	7.897	-0.13
8-Jan-13	7.907	7.907	7.907	7.907	0.05
7-Jan-13	7.903	7.903	7.903	7.903	-0.38
5-Jan-13	7.933	7.933	7.933	7.933	0
4-Jan-13	7.933	7.933	7.933	7.933	-0.46
3-Jan-13	7.97	7.97	7.97	7.97	-0.36
2-Jan-13	7.999	7.999	7.999	7.999	0.03
1-Jan-13	7.997	7.997	7.997	7.997	-0.65
31-Dec-12	8.049	8.049	8.049	8.049	-0.72
30-Dec-12	8.107	8.107	8.107	8.107	0
29-Dec-12	8.107	8.107	8.107	8.107	0
28-Dec-12	8.107	8.107	8.107	8.107	-0.05
27-Dec-12	8.111	8.111	8.111	8.111	-0.04
26-Dec-12	8.114	8.114	8.114	8.114	-0.21
25-Dec-12	8.131	8.131	8.131	8.131	0
24-Dec-12	8.131	8.131	8.131	8.131	-0.15
23-Dec-12	8.143	8.143	8.143	8.143	0
22-Dec-12	8.143	8.143	8.143	8.143	0
21-Dec-12	8.143	8.143	8.143	8.143	-0.13
20-Dec-12	8.154	8.154	8.154	8.154	0
19-Dec-12	8.154	8.154	8.154	8.154	0.06
18-Dec-12	8.149	8.149	8.149	8.149	0.09
17-Dec-12	8.142	8.142	8.142	8.142	0
15-Dec-12	8.142	8.142	8.142	8.142	0
14-Dec-12	8.142	8.142	8.142	8.142	-0.22
13-Dec-12	8.16	8.16	8.16	8.16	-0.23
12-Dec-12	8.179	8.179	8.179	8.179	0.01
11-Dec-12	8.178	8.178	8.178	8.178	0.06
10-Dec-12	8.173	8.173	8.173	8.173	0.17
7-Dec-12	8.159	8.159	8.159	8.159	-0.15
6-Dec-12	8.171	8.171	8.171	8.171	0
5-Dec-12	8.171	8.171	8.171	8.171	0
4-Dec-12	8.171	8.171	8.171	8.171	-0.04
3-Dec-12	8.174	8.174	8.174	8.174	-0.04
1-Dec-12	8.177	8.177	8.177	8.177	0
30-Nov-12	8.177	8.177	8.177	8.177	-0.35
29-Nov-12	8.206	8.206	8.206	8.206	0.18
28-Nov-12	8.191	8.191	8.191	8.191	0
27-Nov-12	8.191	8.191	8.191	8.191	-0.16
26-Nov-12	8.204	8.204	8.204	8.204	-0.32
24-Nov-12	8.23	8.23	8.23	8.23	0
23-Nov-12	8.23	8.23	8.23	8.23	0.01
22-Nov-12	8.229	8.229	8.229	8.229	0.26
21-Nov-12	8.208	8.208	8.208	8.208	0.09
20-Nov-12	8.201	8.201	8.201	8.201	0.1
19-Nov-12	8.193	8.193	8.193	8.193	0
17-Nov-12	8.193	8.193	8.193	8.193	0
16-Nov-12	8.193	8.193	8.193	8.193	0.04
15-Nov-12	8.19	8.19	8.19	8.19	-0.28
13-Nov-12	8.213	8.213	8.213	8.213	0
12-Nov-12	8.213	8.213	8.213	8.213	-0.02
10-Nov-12	8.215	8.215	8.215	8.215	0
9-Nov-12	8.215	8.215	8.215	8.215	0.28
8-Nov-12	8.192	8.192	8.192	8.192	0.01
7-Nov-12	8.191	8.191	8.191	8.191	0.07
6-Nov-12	8.185	8.185	8.185	8.185	-0.15
5-Nov-12	8.197	8.197	8.197	8.197	-0.01
3-Nov-12	8.198	8.198	8.198	8.198	0
2-Nov-12	8.198	8.198	8.198	8.198	0.05
1-Nov-12	8.194	8.194	8.194	8.194	-0.28
31-Oct-12	8.217	8.217	8.217	8.217	0.44
30-Oct-12	8.181	8.181	8.181	8.181	0.58
29-Oct-12	8.134	8.134	8.134	8.134	0.05
26-Oct-12	8.13	8.13	8.13	8.13	0
25-Oct-12	8.13	8.13	8.13	8.13	-0.09
24-Oct-12	8.137	8.137	8.137	8.137	0
23-Oct-12	8.137	8.137	8.137	8.137	0.04
22-Oct-12	8.134	8.134	8.134	8.134	0.06
20-Oct-12	8.129	8.129	8.129	8.129	0
19-Oct-12	8.129	8.129	8.129	8.129	-0.11
18-Oct-12	8.138	8.138	8.138	8.138	-0.18
17-Oct-12	8.153	8.153	8.153	8.153	0
16-Oct-12	8.153	8.153	8.153	8.153	-0.21
15-Oct-12	8.17	8.17	8.17	8.17	0
13-Oct-12	8.17	8.17	8.17	8.17	0
12-Oct-12	8.17	8.17	8.17	8.17	0.07
11-Oct-12	8.164	8.164	8.164	8.164	0.07
10-Oct-12	8.158	8.158	8.158	8.158	0.17
9-Oct-12	8.144	8.144	8.144	8.144	-0.06
8-Oct-12	8.149	8.149	8.149	8.149	-0.16
6-Oct-12	8.162	8.162	8.162	8.162	0
5-Oct-12	8.162	8.162	8.162	8.162	0.15
4-Oct-12	8.15	8.15	8.15	8.15	0.04
3-Oct-12	8.147	8.147	8.147	8.147	-0.17
2-Oct-12	8.161	8.161	8.161	8.161	0
1-Oct-12	8.161	8.161	8.161	8.161	0.11
29-Sep-12	8.152	8.152	8.152	8.152	0
28-Sep-12	8.152	8.152	8.152	8.152	-0.12
27-Sep-12	8.162	8.162	8.162	8.162	-0.1
26-Sep-12	8.17	8.17	8.17	8.17	0
25-Sep-12	8.17	8.17	8.17	8.17	0.17
24-Sep-12	8.156	8.156	8.156	8.156	-0.13
23-Sep-12	8.167	8.167	8.167	8.167	0
22-Sep-12	8.167	8.167	8.167	8.167	0
21-Sep-12	8.167	8.167	8.167	8.167	0.06
20-Sep-12	8.162	8.162	8.162	8.162	-0.07
19-Sep-12	8.168	8.168	8.168	8.168	0
18-Sep-12	8.168	8.168	8.168	8.168	-0.21
17-Sep-12	8.185	8.185	8.185	8.185	0.06
15-Sep-12	8.18	8.18	8.18	8.18	0
14-Sep-12	8.18	8.18	8.18	8.18	0.04
13-Sep-12	8.177	8.177	8.177	8.177	-0.28
12-Sep-12	8.2	8.2	8.2	8.2	0.18
11-Sep-12	8.185	8.185	8.185	8.185	0.07
10-Sep-12	8.179	8.179	8.179	8.179	-0.27
8-Sep-12	8.201	8.201	8.201	8.201	0
7-Sep-12	8.201	8.201	8.201	8.201	0.5
6-Sep-12	8.16	8.16	8.16	8.16	-0.24
5-Sep-12	8.18	8.18	8.18	8.18	-0.4
4-Sep-12	8.213	8.213	8.213	8.213	-0.04
3-Sep-12	8.216	8.216	8.216	8.216	-0.3
1-Sep-12	8.241	8.241	8.241	8.241	0
31-Aug-12	8.241	8.241	8.241	8.241	0.57
30-Aug-12	8.194	8.194	8.194	8.194	0.18
29-Aug-12	8.179	8.179	8.179	8.179	0.04
28-Aug-12	8.176	8.176	8.176	8.176	-0.15
27-Aug-12	8.188	8.188	8.188	8.188	-0.27
25-Aug-12	8.21	8.21	8.21	8.21	0
24-Aug-12	8.21	8.21	8.21	8.21	-0.24
23-Aug-12	8.23	8.23	8.23	8.23	0.07
22-Aug-12	8.224	8.224	8.224	8.224	-0.29
21-Aug-12	8.248	8.248	8.248	8.248	0.13
18-Aug-12	8.237	8.237	8.237	8.237	0
17-Aug-12	8.237	8.237	8.237	8.237	-0.34
16-Aug-12	8.265	8.265	8.265	8.265	0.54
15-Aug-12	8.221	8.221	8.221	8.221	0
14-Aug-12	8.221	8.221	8.221	8.221	0.18
13-Aug-12	8.206	8.206	8.206	8.206	0.44
11-Aug-12	8.17	8.17	8.17	8.17	0
10-Aug-12	8.17	8.17	8.17	8.17	0.33
9-Aug-12	8.143	8.143	8.143	8.143	0.06
8-Aug-12	8.138	8.138	8.138	8.138	-0.13
7-Aug-12	8.149	8.149	8.149	8.149	-0.89
6-Aug-12	8.222	8.222	8.222	8.222	-0.41
5-Aug-12	8.256	8.256	8.256	8.256	0
4-Aug-12	8.256	8.256	8.256	8.256	0
3-Aug-12	8.256	8.256	8.256	8.256	0.45
2-Aug-12	8.219	8.219	8.219	8.219	-0.15
1-Aug-12	8.231	8.231	8.231	8.231	-0.19
31-Jul-12	8.247	8.247	8.247	8.247	1.22
30-Jul-12	8.148	8.148	8.148	8.148	0.36
28-Jul-12	8.119	8.119	8.119	8.119	0
27-Jul-12	8.119	8.119	8.119	8.119	0.07
26-Jul-12	8.113	8.113	8.113	8.113	0.12
25-Jul-12	8.103	8.103	8.103	8.103	0.37
24-Jul-12	8.073	8.073	8.073	8.073	0.05
23-Jul-12	8.069	8.069	8.069	8.069	-0.12
21-Jul-12	8.079	8.079	8.079	8.079	0
20-Jul-12	8.079	8.079	8.079	8.079	-0.11
19-Jul-12	8.088	8.088	8.088	8.088	0.27
18-Jul-12	8.066	8.066	8.066	8.066	-0.3
17-Jul-12	8.09	8.09	8.09	8.09	0.51
16-Jul-12	8.049	8.049	8.049	8.049	-0.64
14-Jul-12	8.101	8.101	8.101	8.101	0
13-Jul-12	8.101	8.101	8.101	8.101	-0.04
12-Jul-12	8.104	8.104	8.104	8.104	-0.49
11-Jul-12	8.144	8.144	8.144	8.144	-0.11
10-Jul-12	8.153	8.153	8.153	8.153	0.06
9-Jul-12	8.148	8.148	8.148	8.148	-0.11
8-Jul-12	8.157	8.157	8.157	8.157	0
7-Jul-12	8.157	8.157	8.157	8.157	0
6-Jul-12	8.157	8.157	8.157	8.157	-0.24
5-Jul-12	8.177	8.177	8.177	8.177	0.22
4-Jul-12	8.159	8.159	8.159	8.159	-0.23
3-Jul-12	8.178	8.178	8.178	8.178	-2.49
2-Jul-12	8.387	8.387	8.387	8.387	-0.04
1-Jul-12	8.39	8.39	8.39	8.39	0
30-Jun-12	8.39	8.39	8.39	8.39	0
29-Jun-12	8.39	8.39	8.39	8.39	0.27
28-Jun-12	8.367	8.367	8.367	8.367	0.11
27-Jun-12	8.358	8.358	8.358	8.358	0.13
26-Jun-12	8.347	8.347	8.347	8.347	0.18
25-Jun-12	8.332	8.332	8.332	8.332	-0.2
23-Jun-12	8.349	8.349	8.349	8.349	0
22-Jun-12	8.349	8.349	8.349	8.349	0.05
21-Jun-12	8.345	8.345	8.345	8.345	-0.51
